Transaction_ID,Year,State,Customer_ID,Customer_Type,Age_Group,Category,Product_ID,Quantity,Base_Price,Discount_Percentage,Payment_Method,BlackFriday_Week_Phase,Gender,Loyalty_Score,Final_Price
1562,2024,SC,56212,Prime,46-55,Beauty,1020,1,1704.0,14.0,UPI,Cyber Monday,Other,97,1465.44
1563,2015,MT,99468,Regular,36-45,Electronics,9219,5,619.0,55.0,Credit,Pre-BF,Female,34,278.55
1564,2021,CO,67776,New,46-55,Books,6018,5,96.0,74.0,PayPal,Pre-BF,Female,73,24.96
1565,2019,KS,94576,Prime,18-25,Home,8071,5,629.0,5.0,BNPL,Black Friday,Other,4,597.55
1566,2021,OK,81386,Prime,26-35,Sports,2453,2,321.0,5.0,Credit,Black Friday,Male,88,304.95
1567,2024,ID,61588,Regular,18-25,Electronics,6256,5,284.0,11.0,Debit,Pre-BF,Male,79,252.76
1568,2018,HI,41716,New,36-45,Books,7461,2,1146.0,8.0,PayPal,Weekend Sale,Male,33,1054.32
1569,2023,AZ,88255,Prime,18-25,Beauty,5835,2,1867.0,20.0,BNPL,Pre-BF,Female,84,1493.6
1570,2015,UT,31777,Prime,18-25,Electronics,6986,3,331.0,75.0,UPI,Weekend Sale,Female,79,82.75
1571,2019,OR,59285,Prime,26-35,Sports,2475,5,303.0,29.0,Debit,Weekend Sale,Other,20,215.13
1572,2018,CO,92558,New,26-35,Electronics,1935,4,560.0,19.0,UPI,Weekend Sale,Male,79,453.6
1573,2018,ME,38788,Prime,56+,Fashion,9426,2,1774.0,13.0,Credit,Weekend Sale,Male,53,1543.38
1574,2014,LA,14019,Prime,18-25,Home,1034,5,1573.0,15.0,UPI,Black Friday,Male,52,1337.05
1575,2015,KS,85018,New,26-35,Beauty,9530,4,532.0,75.0,BNPL,Black Friday,Male,15,133.0
1576,2021,MN,56873,Prime,18-25,Fashion,4525,1,1779.0,57.0,BNPL,Weekend Sale,Other,70,764.97
1577,2016,TX,94116,New,18-25,Electronics,6978,4,890.0,43.0,UPI,Weekend Sale,Other,32,507.3
1578,2023,OR,19895,New,36-45,Electronics,8807,2,1126.0,7.0,Credit,Weekend Sale,Other,57,1047.18
1579,2016,FL,89671,New,36-45,Books,1705,2,542.0,75.0,BNPL,Pre-BF,Female,80,135.5
1580,2021,AZ,59013,Regular,18-25,Toys,5847,2,678.0,7.0,BNPL,Black Friday,Male,1,630.54
1581,2021,DE,69570,Prime,36-45,Fashion,5344,3,614.0,16.0,UPI,Pre-BF,Female,16,515.76
1582,2015,PA,85923,Prime,26-35,Beauty,6334,4,1031.0,7.0,UPI,Weekend Sale,Other,56,958.83
1583,2021,AR,92895,Prime,18-25,Beauty,8467,5,1009.0,75.0,Credit,Black Friday,Other,36,252.25
1584,2024,ID,57672,New,36-45,Books,5530,5,563.0,27.0,Debit,Black Friday,Female,73,410.99
1585,2014,UT,16121,Regular,26-35,Beauty,1238,2,661.0,42.0,PayPal,Pre-BF,Female,53,383.38
1586,2019,NM,92445,New,18-25,Sports,5244,4,11.0,46.0,PayPal,Weekend Sale,Female,81,5.94
1587,2021,MO,77863,Prime,18-25,Sports,3104,1,49.0,9.0,PayPal,Pre-BF,Female,38,44.59
1588,2016,KS,28930,New,36-45,Sports,4668,4,1135.0,45.0,UPI,Black Friday,Other,95,624.25
1589,2021,TN,59987,Regular,26-35,Beauty,5631,5,328.0,57.0,BNPL,Weekend Sale,Female,44,141.04
1590,2014,IN,45502,Prime,18-25,Electronics,3162,2,682.0,66.0,BNPL,Black Friday,Female,56,231.88
1591,2024,IL,41688,New,18-25,Sports,7474,4,886.0,28.0,Debit,Pre-BF,Female,10,637.92
1592,2024,SD,17304,Regular,56+,Electronics,5461,3,951.0,32.0,BNPL,Pre-BF,Female,72,646.68
1593,2022,CT,14049,New,18-25,Books,4565,2,787.0,13.0,UPI,Black Friday,Female,27,684.69
1594,2024,ID,24947,New,56+,Fashion,6368,3,498.0,65.0,Credit,Black Friday,Other,94,174.3
1595,2022,OR,19495,Prime,56+,Home,3933,2,916.0,57.0,Credit,Weekend Sale,Female,82,393.88
1596,2018,WY,34707,Regular,26-35,Books,4108,5,1049.0,21.0,PayPal,Cyber Monday,Other,21,828.71
1597,2023,AR,71920,New,46-55,Beauty,1464,1,273.0,69.0,PayPal,Pre-BF,Other,8,84.63
1598,2017,AK,54544,Regular,56+,Electronics,6340,4,1080.0,13.0,Credit,Cyber Monday,Male,62,939.6
1599,2024,OH,40706,Prime,26-35,Fashion,3920,4,894.0,74.0,PayPal,Weekend Sale,Male,17,232.44
1600,2019,UT,43993,Prime,36-45,Beauty,1810,2,695.0,19.0,PayPal,Black Friday,Other,59,562.95
1601,2020,AZ,24987,Prime,56+,Home,6909,1,1293.0,10.0,Debit,Cyber Monday,Other,42,1163.7
1602,2018,AR,29089,Regular,46-55,Beauty,6978,1,437.0,22.0,Credit,Weekend Sale,Other,16,340.86
1603,2024,PA,75997,Regular,36-45,Sports,7629,5,613.0,62.0,Debit,Pre-BF,Female,93,232.94
1604,2023,ID,19993,New,56+,Toys,1398,3,1562.0,27.0,PayPal,Black Friday,Other,26,1140.26
1605,2022,ME,21465,Regular,56+,Beauty,8700,4,347.0,31.0,BNPL,Weekend Sale,Male,14,239.43
1606,2016,GA,92071,Prime,46-55,Toys,2075,2,254.0,79.0,PayPal,Weekend Sale,Other,33,53.34
1607,2020,AL,42640,New,18-25,Home,8598,1,526.0,19.0,PayPal,Weekend Sale,Other,22,426.06
1608,2023,KY,85997,Regular,46-55,Toys,2862,4,81.0,34.0,Debit,Cyber Monday,Male,4,53.46
1609,2023,KS,22366,Prime,26-35,Home,1885,4,135.0,10.0,UPI,Black Friday,Female,89,121.5
1610,2024,FL,39895,Prime,26-35,Fashion,6538,4,1214.0,29.0,UPI,Weekend Sale,Other,96,861.94
1611,2018,FL,11785,New,46-55,Toys,3566,1,526.0,35.0,BNPL,Black Friday,Male,31,341.9
1612,2020,FL,16242,Prime,46-55,Sports,2673,5,1068.0,15.0,PayPal,Pre-BF,Female,94,907.8
1613,2015,ID,34529,Regular,46-55,Beauty,6259,4,32.0,72.0,UPI,Pre-BF,Female,61,8.96
1614,2017,SD,74399,Prime,46-55,Beauty,7490,1,671.0,28.0,BNPL,Weekend Sale,Male,84,483.12
1615,2015,IA,16356,New,46-55,Fashion,2691,1,1401.0,18.0,PayPal,Pre-BF,Male,98,1148.82
1616,2020,AK,33229,Prime,56+,Books,5153,2,126.0,28.0,Credit,Black Friday,Other,68,90.72
1617,2015,HI,95380,Prime,36-45,Electronics,1657,5,1988.0,73.0,BNPL,Weekend Sale,Male,100,536.76
1618,2024,HI,28220,Regular,26-35,Sports,4256,5,843.0,30.0,UPI,Weekend Sale,Male,9,590.1
1619,2014,DE,35651,Regular,26-35,Sports,7321,5,685.0,46.0,PayPal,Cyber Monday,Female,39,369.9
1620,2022,NY,97663,Regular,36-45,Home,5054,1,588.0,52.0,BNPL,Black Friday,Male,32,282.24
1621,2014,CO,98198,Regular,46-55,Sports,6246,1,37.0,55.0,Debit,Black Friday,Female,27,16.65
1622,2021,MD,71850,Prime,36-45,Electronics,7333,5,245.0,71.0,BNPL,Pre-BF,Other,5,71.05
1623,2015,RI,44261,Regular,46-55,Electronics,3614,1,992.0,22.0,UPI,Cyber Monday,Male,96,773.76
1624,2021,OH,68479,Prime,26-35,Fashion,1771,5,466.0,32.0,PayPal,Weekend Sale,Male,28,316.88
1625,2016,DE,60700,Regular,18-25,Fashion,3574,2,988.0,34.0,Credit,Cyber Monday,Other,44,652.08
1626,2019,WY,52380,Regular,26-35,Books,3196,3,416.0,6.0,Credit,Black Friday,Male,84,391.04
1627,2016,WI,89833,Regular,26-35,Books,8933,3,1686.0,77.0,BNPL,Weekend Sale,Male,54,387.78
1628,2020,TX,98324,Prime,18-25,Toys,7357,3,1527.0,69.0,Debit,Cyber Monday,Male,46,473.37
1629,2023,ND,37011,Regular,36-45,Sports,5715,3,210.0,40.0,Credit,Pre-BF,Male,49,126.0
1630,2022,ME,58603,Prime,56+,Toys,2997,2,1614.0,25.0,Debit,Pre-BF,Male,100,1210.5
1631,2015,CT,28447,Regular,46-55,Toys,3082,1,241.0,66.0,BNPL,Cyber Monday,Male,86,81.94
1632,2018,NM,93940,Regular,46-55,Toys,9963,2,807.0,58.0,PayPal,Cyber Monday,Female,36,338.94
1633,2019,LA,96677,New,26-35,Toys,7363,4,1985.0,32.0,PayPal,Weekend Sale,Male,38,1349.8
1634,2017,SC,97843,Regular,18-25,Beauty,2163,1,1605.0,36.0,Credit,Cyber Monday,Male,90,1027.2
1635,2017,IN,85877,Prime,26-35,Books,7941,5,864.0,62.0,Credit,Black Friday,Other,69,328.32
1636,2017,RI,84678,New,26-35,Fashion,7408,4,1642.0,74.0,Credit,Weekend Sale,Male,84,426.92
1637,2015,OK,74583,Prime,36-45,Home,5882,4,926.0,27.0,Credit,Pre-BF,Other,68,675.98
1638,2017,KY,73056,Prime,46-55,Books,6056,2,889.0,74.0,BNPL,Pre-BF,Other,20,231.14
1639,2024,OR,91468,New,56+,Home,4693,4,1878.0,68.0,Debit,Weekend Sale,Other,25,600.96
1640,2014,UT,22017,Regular,18-25,Home,6676,2,51.0,35.0,UPI,Weekend Sale,Other,31,33.15
1641,2019,FL,47880,New,56+,Home,1772,4,1138.0,23.0,BNPL,Pre-BF,Female,41,876.26
1642,2014,MD,11355,Prime,18-25,Home,1723,2,1849.0,76.0,Credit,Black Friday,Female,75,443.76
1643,2023,VT,68936,Regular,46-55,Beauty,2218,1,1906.0,12.0,Credit,Pre-BF,Male,76,1677.28
1644,2019,NV,74608,New,36-45,Books,1705,4,1749.0,68.0,Credit,Pre-BF,Other,74,559.68
1645,2014,WY,91622,Prime,56+,Fashion,5537,2,159.0,45.0,UPI,Cyber Monday,Female,49,87.45
1646,2019,MD,97051,Regular,18-25,Sports,1610,3,1544.0,55.0,Debit,Black Friday,Female,59,694.8
1647,2023,SD,89756,Prime,26-35,Toys,6054,3,769.0,11.0,Credit,Cyber Monday,Female,56,684.41
1648,2021,OK,57266,Regular,46-55,Toys,8975,4,1997.0,56.0,PayPal,Weekend Sale,Male,20,878.68
1649,2024,NE,64554,Regular,36-45,Books,5046,2,1362.0,76.0,Credit,Black Friday,Male,36,326.88
1650,2015,DE,68215,New,26-35,Toys,9036,1,1128.0,7.0,UPI,Pre-BF,Female,25,1049.04
1651,2015,NY,70656,Regular,36-45,Books,8531,4,59.0,21.0,UPI,Black Friday,Male,92,46.61
1652,2017,AL,64104,Prime,18-25,Fashion,8314,1,1736.0,9.0,UPI,Weekend Sale,Other,97,1579.76
1653,2024,KY,86844,Regular,26-35,Books,9362,2,1721.0,64.0,UPI,Black Friday,Male,31,619.56
1654,2016,FL,10969,Prime,36-45,Fashion,8880,3,1867.0,77.0,BNPL,Black Friday,Other,9,429.41
1655,2017,MD,10254,Regular,46-55,Sports,8122,2,887.0,74.0,Credit,Cyber Monday,Male,17,230.62
1656,2020,VT,20306,Regular,56+,Beauty,3399,1,1472.0,12.0,PayPal,Weekend Sale,Other,12,1295.36
1657,2024,NY,75516,New,56+,Beauty,5955,3,557.0,48.0,BNPL,Pre-BF,Male,99,289.64
1658,2014,AK,78197,Regular,26-35,Sports,2374,4,980.0,30.0,Debit,Pre-BF,Male,31,686.0
1659,2019,NY,90845,Regular,46-55,Toys,2596,3,806.0,52.0,BNPL,Black Friday,Other,19,386.88
1660,2016,VT,28223,Prime,46-55,Books,7284,4,1517.0,30.0,Credit,Cyber Monday,Other,65,1061.9
1661,2024,FL,81441,Prime,36-45,Sports,1745,4,619.0,62.0,BNPL,Black Friday,Other,47,235.22
1662,2023,NJ,77967,Prime,26-35,Fashion,6484,3,1208.0,71.0,UPI,Black Friday,Female,76,350.32
1663,2020,MD,83292,Regular,46-55,Toys,9934,3,642.0,62.0,BNPL,Cyber Monday,Male,28,243.96
1664,2023,PA,80889,Prime,36-45,Books,4520,1,59.0,29.0,UPI,Cyber Monday,Male,44,41.89
1665,2015,AL,60117,Prime,46-55,Beauty,4422,3,1554.0,19.0,BNPL,Cyber Monday,Female,13,1258.74
1666,2015,CA,11737,Regular,26-35,Sports,4155,5,1621.0,15.0,Debit,Cyber Monday,Male,3,1377.85
1667,2017,OH,92404,Prime,46-55,Toys,3723,3,1630.0,10.0,Credit,Weekend Sale,Other,79,1467.0
1668,2014,OK,42476,New,46-55,Beauty,5268,1,455.0,6.0,Credit,Cyber Monday,Other,70,427.7
1669,2016,AL,34325,New,46-55,Books,7025,5,1550.0,27.0,BNPL,Black Friday,Female,91,1131.5
1670,2022,IN,22326,Prime,56+,Electronics,7061,5,1040.0,11.0,UPI,Pre-BF,Male,57,925.6
1671,2020,FL,22911,Prime,18-25,Books,5240,2,949.0,66.0,Debit,Weekend Sale,Male,3,322.66
1672,2020,NJ,39080,Prime,26-35,Home,4522,5,1070.0,34.0,UPI,Pre-BF,Female,72,706.2
1673,2024,MS,32635,Regular,56+,Electronics,2171,4,1926.0,5.0,Credit,Weekend Sale,Other,73,1829.7
1674,2017,AR,61179,New,18-25,Sports,7269,1,1279.0,40.0,UPI,Weekend Sale,Other,57,767.4
1675,2015,WY,15213,New,46-55,Toys,7029,2,1532.0,5.0,Debit,Cyber Monday,Male,23,1455.4
1676,2017,IN,67142,Prime,46-55,Toys,3722,3,524.0,26.0,Debit,Black Friday,Other,50,387.76
1677,2019,MO,73545,Prime,56+,Fashion,8633,5,1688.0,66.0,UPI,Black Friday,Male,82,573.92
1678,2024,AR,37940,Regular,36-45,Home,9874,2,604.0,48.0,PayPal,Black Friday,Other,83,314.08
1679,2024,MO,58604,Regular,26-35,Beauty,8242,4,1914.0,13.0,Debit,Cyber Monday,Other,16,1665.18
1680,2016,GA,98901,New,18-25,Toys,2509,2,780.0,42.0,Debit,Black Friday,Male,40,452.4
1681,2014,OH,84332,Regular,46-55,Beauty,8935,4,349.0,26.0,PayPal,Black Friday,Male,71,258.26
1682,2021,CT,59119,New,26-35,Beauty,3263,2,1368.0,45.0,Credit,Pre-BF,Other,75,752.4
1683,2018,TN,92888,Prime,46-55,Beauty,7886,2,623.0,6.0,BNPL,Pre-BF,Male,69,585.62
1684,2018,IL,71604,Prime,46-55,Books,3284,3,1236.0,5.0,BNPL,Black Friday,Other,13,1174.2
1685,2024,AR,26820,New,46-55,Electronics,3959,3,407.0,14.0,BNPL,Pre-BF,Male,32,350.02
1686,2017,WY,86502,Prime,26-35,Beauty,4266,3,13.0,54.0,BNPL,Black Friday,Female,83,5.98
1687,2019,TX,77345,Regular,56+,Fashion,4518,2,428.0,28.0,Credit,Cyber Monday,Male,65,308.16
1688,2016,OK,49314,Prime,26-35,Books,7215,5,1937.0,51.0,PayPal,Pre-BF,Other,72,949.13
1689,2022,IN,50875,Prime,26-35,Electronics,3015,2,684.0,50.0,Debit,Pre-BF,Other,17,342.0
1690,2018,LA,81041,New,36-45,Electronics,8663,3,333.0,78.0,Credit,Weekend Sale,Other,69,73.26
1691,2016,DE,80793,Regular,36-45,Toys,9346,2,1581.0,24.0,BNPL,Cyber Monday,Female,58,1201.56
1692,2024,NY,90587,Regular,56+,Home,9492,5,1111.0,64.0,UPI,Cyber Monday,Other,12,399.96
1693,2014,NE,14909,Prime,36-45,Home,9386,4,693.0,27.0,BNPL,Black Friday,Male,40,505.89
1694,2023,TN,24866,Prime,56+,Sports,8564,1,1609.0,27.0,Credit,Weekend Sale,Male,27,1174.57
1695,2019,OR,52789,Regular,46-55,Toys,7352,3,1740.0,77.0,Credit,Black Friday,Other,69,400.2
1696,2015,MN,75997,Regular,46-55,Home,2437,2,1538.0,66.0,Debit,Pre-BF,Male,82,522.92
1697,2016,CT,38460,New,26-35,Beauty,9924,5,1053.0,8.0,UPI,Pre-BF,Other,51,968.76
1698,2014,ID,58500,Prime,46-55,Fashion,4044,3,1873.0,31.0,BNPL,Black Friday,Female,46,1292.37
1699,2022,MO,78769,Prime,36-45,Beauty,2451,3,1287.0,61.0,UPI,Pre-BF,Other,6,501.93
1700,2021,AZ,22128,Regular,18-25,Home,8087,4,1218.0,72.0,PayPal,Black Friday,Female,59,341.04
1701,2015,MT,15202,New,26-35,Home,5709,1,1801.0,70.0,PayPal,Cyber Monday,Other,71,540.3
1702,2024,AR,75327,Regular,56+,Books,2288,2,64.0,75.0,Debit,Weekend Sale,Female,46,16.0
1703,2021,TN,57965,Prime,46-55,Fashion,4247,2,791.0,61.0,UPI,Weekend Sale,Female,82,308.49
1704,2022,OK,41238,Prime,26-35,Electronics,2375,3,1674.0,47.0,Credit,Cyber Monday,Female,98,887.22
1705,2014,IA,89258,Prime,26-35,Electronics,5279,5,578.0,52.0,BNPL,Black Friday,Male,23,277.44
1706,2018,NY,59240,Prime,26-35,Fashion,8491,3,349.0,46.0,Credit,Weekend Sale,Male,27,188.46
1707,2021,NH,93583,New,46-55,Books,4973,4,23.0,16.0,PayPal,Black Friday,Male,3,19.32
1708,2024,GA,78837,Prime,56+,Electronics,5594,1,1084.0,58.0,UPI,Cyber Monday,Female,9,455.28
1709,2015,MA,64289,Regular,26-35,Books,1999,4,1381.0,78.0,Debit,Black Friday,Male,100,303.82
1710,2017,KS,42544,New,26-35,Home,7338,5,1904.0,39.0,UPI,Weekend Sale,Male,98,1161.44
1711,2020,WA,70064,New,26-35,Electronics,3042,2,1014.0,44.0,PayPal,Pre-BF,Male,90,567.84
1712,2016,ME,91176,Prime,46-55,Home,2044,5,67.0,57.0,Credit,Weekend Sale,Male,34,28.81
1713,2018,NH,32413,New,36-45,Toys,5893,4,1410.0,36.0,UPI,Weekend Sale,Other,40,902.4
1714,2021,LA,92341,Prime,56+,Beauty,6688,2,1152.0,9.0,UPI,Black Friday,Female,15,1048.32
1715,2023,UT,95669,New,26-35,Electronics,5399,1,1924.0,33.0,BNPL,Black Friday,Other,62,1289.08
1716,2016,KS,58899,New,26-35,Toys,6260,3,1810.0,15.0,Debit,Black Friday,Female,33,1538.5
1717,2017,AL,96891,Regular,26-35,Sports,3136,1,864.0,33.0,Debit,Weekend Sale,Other,68,578.88
1718,2022,WV,98765,Regular,46-55,Electronics,3927,3,473.0,24.0,BNPL,Black Friday,Male,30,359.48
1719,2020,AK,79969,Regular,36-45,Toys,2834,1,569.0,47.0,BNPL,Cyber Monday,Male,16,301.57
1720,2014,IA,43033,New,26-35,Fashion,8754,2,420.0,74.0,PayPal,Pre-BF,Other,70,109.2
1721,2017,RI,11378,Regular,26-35,Toys,5400,2,1649.0,12.0,Credit,Cyber Monday,Other,27,1451.12
1722,2017,NV,16503,Regular,46-55,Home,4819,2,721.0,49.0,BNPL,Cyber Monday,Male,12,367.71
1723,2022,AL,52774,Regular,56+,Fashion,8384,3,933.0,70.0,PayPal,Weekend Sale,Male,94,279.9
1724,2019,CA,69608,New,56+,Books,5379,2,1473.0,66.0,Credit,Pre-BF,Other,96,500.82
1725,2022,TN,43617,Prime,36-45,Fashion,8529,5,987.0,59.0,UPI,Weekend Sale,Female,41,404.67
1726,2019,MI,14814,Regular,56+,Home,8535,3,683.0,42.0,BNPL,Weekend Sale,Other,24,396.14
1727,2019,OK,68335,New,26-35,Electronics,9632,2,523.0,70.0,Debit,Cyber Monday,Other,28,156.9
1728,2018,VA,33763,New,46-55,Fashion,4954,2,1024.0,19.0,Debit,Weekend Sale,Other,98,829.44
1729,2018,IL,20000,Prime,26-35,Electronics,2962,1,1057.0,37.0,UPI,Weekend Sale,Other,42,665.91
1730,2015,AL,90824,Regular,26-35,Beauty,4448,5,83.0,15.0,UPI,Cyber Monday,Other,86,70.55
1731,2021,KS,13274,New,36-45,Books,4567,5,1338.0,44.0,UPI,Pre-BF,Male,81,749.28
1732,2021,SD,59868,New,56+,Toys,8817,3,817.0,45.0,PayPal,Cyber Monday,Other,14,449.35
1733,2024,MI,64232,New,56+,Books,3894,5,260.0,9.0,UPI,Cyber Monday,Male,79,236.6
1734,2014,NY,24227,Prime,56+,Toys,4010,2,1041.0,77.0,PayPal,Pre-BF,Male,64,239.43
1735,2021,KS,27279,Regular,26-35,Home,4863,3,1358.0,8.0,BNPL,Weekend Sale,Other,79,1249.36
1736,2018,IA,84904,New,46-55,Home,8325,4,76.0,72.0,BNPL,Weekend Sale,Other,72,21.28
1737,2015,VA,74940,New,46-55,Sports,1744,1,1258.0,41.0,PayPal,Weekend Sale,Other,58,742.22
1738,2015,TN,52736,New,26-35,Toys,8392,1,423.0,17.0,Credit,Weekend Sale,Female,78,351.09
1739,2019,ID,19651,New,18-25,Beauty,1556,4,573.0,25.0,Credit,Weekend Sale,Female,65,429.75
1740,2024,AL,89439,Regular,26-35,Home,4800,3,816.0,15.0,BNPL,Black Friday,Male,65,693.6
1741,2022,KY,94463,Regular,56+,Beauty,5725,4,1616.0,18.0,BNPL,Weekend Sale,Other,17,1325.12
1742,2014,SD,17771,New,26-35,Sports,2851,5,502.0,40.0,Credit,Weekend Sale,Male,37,301.2
1743,2019,WY,88996,New,18-25,Home,3356,2,1032.0,17.0,Credit,Cyber Monday,Other,77,856.56
1744,2022,NV,80173,New,26-35,Fashion,4864,4,1118.0,63.0,PayPal,Cyber Monday,Other,55,413.66
1745,2021,CT,50834,Prime,56+,Sports,5197,4,1263.0,73.0,Credit,Black Friday,Other,78,341.01
1746,2024,FL,13553,Prime,36-45,Electronics,7275,5,1558.0,25.0,Debit,Pre-BF,Male,16,1168.5
1747,2019,MI,44117,Prime,46-55,Toys,2883,3,610.0,77.0,Credit,Cyber Monday,Female,47,140.3
1748,2016,MT,99116,New,18-25,Electronics,5297,2,1408.0,68.0,Credit,Black Friday,Male,86,450.56
1749,2021,ID,87058,Prime,36-45,Sports,8454,2,651.0,59.0,Debit,Cyber Monday,Male,53,266.91
1750,2022,CT,72137,Regular,46-55,Toys,4843,1,1543.0,69.0,UPI,Pre-BF,Female,85,478.33
1751,2014,VA,44890,Prime,36-45,Sports,7437,2,1483.0,55.0,Debit,Cyber Monday,Other,60,667.35
1752,2022,WA,89428,New,26-35,Home,9209,2,971.0,73.0,BNPL,Pre-BF,Male,50,262.17
1753,2019,IA,18689,Regular,26-35,Electronics,1671,2,1496.0,29.0,BNPL,Black Friday,Other,99,1062.16
1754,2019,PA,38063,New,46-55,Sports,7092,2,280.0,29.0,BNPL,Black Friday,Other,83,198.8
1755,2017,MA,67198,Regular,46-55,Sports,9399,5,964.0,16.0,UPI,Pre-BF,Female,14,809.76
1756,2014,IN,89598,Prime,26-35,Beauty,1160,1,1307.0,15.0,UPI,Pre-BF,Male,89,1110.95
1757,2023,AK,11363,Prime,26-35,Sports,5414,4,1102.0,52.0,BNPL,Pre-BF,Female,14,528.96
1758,2021,DE,26691,Regular,46-55,Home,5557,1,1379.0,7.0,Credit,Black Friday,Male,54,1282.47
1759,2015,VT,12751,Regular,46-55,Sports,2582,3,1831.0,79.0,PayPal,Weekend Sale,Female,65,384.51
1760,2014,CO,17782,New,46-55,Fashion,3956,4,87.0,53.0,PayPal,Pre-BF,Other,55,40.89
1761,2015,OR,93184,Regular,56+,Electronics,7195,1,142.0,37.0,UPI,Black Friday,Female,38,89.46
1762,2014,OR,22540,New,56+,Electronics,9243,1,1457.0,51.0,UPI,Cyber Monday,Other,17,713.93
1763,2014,NC,55991,Regular,26-35,Books,8338,1,1438.0,77.0,PayPal,Pre-BF,Male,53,330.74
1764,2022,SD,80875,Regular,56+,Fashion,5705,1,713.0,22.0,Credit,Cyber Monday,Male,86,556.14
1765,2014,CO,37609,Prime,18-25,Toys,2744,1,1396.0,5.0,Credit,Cyber Monday,Female,90,1326.2
1766,2017,MT,66655,Prime,26-35,Home,7274,1,785.0,74.0,UPI,Weekend Sale,Female,68,204.1
1767,2023,RI,81384,New,18-25,Fashion,9117,5,1807.0,9.0,Credit,Cyber Monday,Other,40,1644.37
1768,2019,SD,73177,New,36-45,Sports,5932,5,1635.0,7.0,PayPal,Weekend Sale,Male,43,1520.55
1769,2020,OR,68396,New,18-25,Beauty,2149,4,205.0,74.0,UPI,Pre-BF,Other,47,53.3
1770,2015,IN,26877,Regular,36-45,Home,3559,2,1859.0,15.0,Debit,Cyber Monday,Female,53,1580.15
1771,2019,OR,28405,Regular,18-25,Fashion,2067,1,701.0,79.0,UPI,Black Friday,Female,9,147.21
1772,2020,DE,58629,New,36-45,Fashion,2829,2,1959.0,44.0,BNPL,Black Friday,Female,63,1097.04
1773,2023,RI,56233,Regular,36-45,Electronics,5283,5,748.0,68.0,Credit,Pre-BF,Female,27,239.36
1774,2023,IL,31471,Prime,26-35,Electronics,1922,3,962.0,62.0,Credit,Pre-BF,Male,25,365.56
1775,2015,IL,13302,Regular,46-55,Electronics,7746,1,1316.0,29.0,PayPal,Weekend Sale,Other,59,934.36
1776,2015,SC,89973,Prime,46-55,Books,2550,4,1892.0,34.0,UPI,Weekend Sale,Male,11,1248.72
1777,2023,TX,90048,New,26-35,Home,3982,2,1205.0,44.0,PayPal,Black Friday,Male,68,674.8
1778,2020,NV,33511,Regular,36-45,Sports,3044,4,628.0,29.0,UPI,Weekend Sale,Male,13,445.88
1779,2014,LA,15022,New,46-55,Toys,6813,1,1614.0,14.0,UPI,Cyber Monday,Female,32,1388.04
1780,2021,ME,53239,Prime,46-55,Home,8097,2,1393.0,61.0,Debit,Pre-BF,Female,20,543.27
1781,2024,PA,81691,New,18-25,Electronics,2597,2,1684.0,39.0,Credit,Pre-BF,Other,17,1027.24
1782,2016,NY,69269,Prime,56+,Electronics,6709,1,775.0,31.0,BNPL,Black Friday,Male,23,534.75
1783,2024,MI,68398,Prime,26-35,Home,3321,3,52.0,72.0,BNPL,Cyber Monday,Female,4,14.56
1784,2019,AK,71895,New,56+,Sports,5858,1,1021.0,66.0,Credit,Black Friday,Male,86,347.14
1785,2022,IL,79890,Prime,36-45,Sports,2317,4,647.0,33.0,PayPal,Black Friday,Male,96,433.49
1786,2019,MN,45284,New,18-25,Fashion,4555,5,1324.0,25.0,BNPL,Pre-BF,Male,86,993.0
1787,2022,MO,58640,New,46-55,Fashion,5297,5,1428.0,45.0,Debit,Black Friday,Female,11,785.4
1788,2020,NV,85692,New,18-25,Electronics,2557,5,1007.0,35.0,Debit,Cyber Monday,Male,66,654.55
1789,2022,HI,32453,Prime,26-35,Books,7304,2,1263.0,23.0,Debit,Black Friday,Other,89,972.51
1790,2015,NC,99294,Prime,36-45,Electronics,2069,2,319.0,42.0,BNPL,Weekend Sale,Female,16,185.02
1791,2021,MS,84374,Regular,18-25,Toys,1497,1,1339.0,36.0,Debit,Weekend Sale,Other,94,856.96
1792,2021,AK,47976,New,18-25,Sports,1104,2,1535.0,8.0,Debit,Black Friday,Female,37,1412.2
1793,2015,NJ,23725,New,18-25,Fashion,4753,4,1222.0,69.0,PayPal,Pre-BF,Male,76,378.82
1794,2017,KY,84873,New,46-55,Toys,6042,1,1422.0,52.0,Credit,Pre-BF,Male,45,682.56
1795,2024,SC,86237,New,36-45,Electronics,5035,4,750.0,36.0,BNPL,Pre-BF,Male,32,480.0
1796,2020,ND,53043,New,46-55,Sports,6204,5,1148.0,12.0,Credit,Black Friday,Female,66,1010.24
1797,2024,PA,87080,New,18-25,Electronics,2847,4,366.0,9.0,Debit,Cyber Monday,Other,33,333.06
1798,2017,MI,74990,New,46-55,Toys,3572,5,163.0,76.0,PayPal,Black Friday,Other,43,39.12
1799,2017,CA,97050,Regular,46-55,Toys,7965,2,362.0,53.0,Credit,Cyber Monday,Male,52,170.14
1800,2019,WV,91863,Regular,26-35,Electronics,1983,1,682.0,74.0,UPI,Black Friday,Other,68,177.32
1801,2023,SC,56809,New,56+,Beauty,7434,3,1184.0,57.0,BNPL,Weekend Sale,Other,72,509.12
1802,2019,KS,26705,New,56+,Electronics,7482,4,963.0,64.0,Debit,Black Friday,Other,92,346.68
